,IDs,Primary Emotion,Emotion Class,N_words,V_words,V_lemma,syl,word_long,word_long_pr,ASW,ACW,lemma_long,lemma_long_pr,TTR_word,TTR_lemma,YuleK_word,YuleI_word,YuleK_lemma,YuleI_lemma
2137,0107590491_01__00-channel-0-number-009_26870,В,10,4,4,4,8,1,0.25,2.0,4.5,1,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2138,0107590491_01__00-channel-0-number-013_38430,В,10,8,8,7,14,0,0.0,1.75,4.125,0,0.0,1.0,0.875,0.0,0.0,612.2448979591837,16.333333333333332
2139,0107590491_01__00-channel-0-number-020_59280,В,10,10,8,8,11,0,0.0,1.2222222222222223,3.2222222222222223,0,0.0,0.8,0.8,468.75,21.333333333333332,468.75,21.333333333333332
2140,0107590491_01__00-channel-0-number-022_66580,В,10,8,8,8,20,2,0.25,2.5,5.75,2,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2141,0107590681_01__00-channel-0-number-001_1600,В,10,7,7,7,15,0,0.0,2.142857142857143,5.857142857142857,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2142,0107590681_01__00-channel-0-number-007_18270,В,10,7,7,7,10,0,0.0,1.4285714285714286,3.7142857142857144,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2143,0107590681_01__00-channel-0-number-008_21430,В,10,9,9,9,16,0,0.0,1.7777777777777777,4.222222222222222,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2144,0107590681_01__00-channel-0-number-010_29490,В,10,8,6,6,14,1,0.125,1.75,4.375,1,0.125,0.75,0.75,2222.222222222222,4.5,2222.222222222222,4.5
2145,0107590751_00__00-channel-0-number-001_3570,В,10,6,6,6,18,2,0.3333333333333333,3.0,8.333333333333334,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
2146,0107590751_00__00-channel-0-number-005_12590,В,10,8,8,8,17,1,0.125,2.125,6.25,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2147,0107590981_00__00-channel-0-number-000_2320,В,10,9,9,8,18,0,0.0,2.0,5.333333333333333,0,0.0,1.0,0.8888888888888888,0.0,0.0,468.75,21.333333333333332
2148,0107590981_00__00-channel-0-number-002_10230,В,10,10,10,10,20,2,0.2,2.0,4.6,1,0.1,1.0,1.0,0.0,0.0,0.0,0.0
2149,0107590981_00__00-channel-0-number-004_18790,В,10,10,9,9,19,0,0.0,1.9,5.3,0,0.0,0.9,0.9,370.3703703703704,27.0,370.3703703703704,27.0
2150,0107590981_01__00-channel-0-number-003_15290,В,10,34,22,20,59,2,0.0625,1.84375,4.03125,0,0.0,0.6470588235294118,0.5882352941176471,661.1570247933885,15.125,1000.0,10.0
2151,0107590981_01__00-channel-0-number-013_54420,В,10,19,15,14,26,1,0.05263157894736842,1.368421052631579,2.9473684210526314,1,0.05263157894736842,0.7894736842105263,0.7368421052631579,533.3333333333334,18.75,867.3469387755102,11.529411764705882
2152,0107591051_00__00-channel-0-number-001_4450,В,10,4,4,4,8,0,0.0,2.0,6.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2153,0107591051_00__00-channel-0-number-002_7630,В,10,5,5,5,13,1,0.2,2.6,7.0,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
2154,0107591531_00__00-channel-0-number-048_151200,В,10,9,8,8,15,1,0.1111111111111111,1.6666666666666667,4.0,1,0.1111111111111111,0.8888888888888888,0.8888888888888888,468.75,21.333333333333332,468.75,21.333333333333332
2155,0107591551_01__00-channel-0-number-009_25150,В,10,11,11,10,24,1,0.09090909090909091,2.1818181818181817,5.636363636363637,1,0.09090909090909091,1.0,0.9090909090909091,0.0,0.0,300.0,33.333333333333336
2156,0107591591_01__00-channel-0-number-004_6960,В,10,10,10,10,26,1,0.1,2.6,7.2,1,0.1,1.0,1.0,0.0,0.0,0.0,0.0
2157,0107591611_00__00-channel-0-number-027_110220,В,10,4,4,4,7,1,0.25,1.75,4.5,1,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2158,0107591611_00__00-channel-0-number-029_118300,В,10,5,4,4,9,1,0.25,2.25,5.25,0,0.0,0.8,0.8,0.0,0.0,0.0,0.0
2159,0107591621_01__00-channel-0-number-013_50560,В,10,10,9,9,26,3,0.3,2.6,5.6,0,0.0,0.9,0.9,370.3703703703704,27.0,370.3703703703704,27.0
2160,0107591621_01__00-channel-0-number-015_57960,В,10,4,4,4,14,2,0.5,3.5,7.75,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2161,0107591621_01__00-channel-0-number-016_64830,В,10,8,8,7,20,2,0.25,2.5,5.125,1,0.125,1.0,0.875,0.0,0.0,612.2448979591837,16.333333333333332
2162,0107591621_01__00-channel-0-number-017_67750,В,10,9,9,9,20,1,0.1111111111111111,2.2222222222222223,5.444444444444445,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2163,0107591621_01__00-channel-0-number-021_83770,В,10,6,4,4,9,0,0.0,1.5,2.8333333333333335,0,0.0,0.6666666666666666,0.6666666666666666,3750.0,2.6666666666666665,3750.0,2.6666666666666665
2164,0107591621_01__00-channel-0-number-024_98480,В,10,4,4,4,9,1,0.25,2.25,6.0,1,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2165,0107591761_01__00-channel-0-number-001_2540,В,10,6,6,6,15,1,0.16666666666666666,2.5,8.333333333333334,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
2166,0107591761_01__00-channel-0-number-004_11820,В,10,5,5,5,13,1,0.2,2.6,5.6,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
2167,0107591771_00__00-channel-0-number-001_6600,В,10,10,10,9,18,1,0.1,1.8,4.2,1,0.1,1.0,0.9,0.0,0.0,370.3703703703704,27.0
2168,0107591981_00__00-channel-0-number-035_94660,В,10,5,5,5,12,2,0.4,2.4,5.4,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2169,0107591981_00__00-channel-0-number-041_112380,В,10,8,8,8,14,0,0.0,1.75,5.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2170,0107591981_00__00-channel-0-number-048_134610,В,10,7,7,7,10,0,0.0,1.4285714285714286,3.7142857142857144,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2171,0107591981_00__00-channel-0-number-049_138250,В,10,14,13,13,19,0,0.0,1.4615384615384615,3.4615384615384617,0,0.0,0.9285714285714286,0.9285714285714286,0.0,0.0,0.0,0.0
2172,0107592111_00__00-channel-0-number-030_89530,В,10,6,6,5,14,1,0.16666666666666666,2.3333333333333335,6.166666666666667,1,0.16666666666666666,1.0,0.8333333333333334,0.0,0.0,1200.0,8.333333333333334
2173,0107592111_00__00-channel-0-number-042_135590,В,10,7,5,5,13,1,0.16666666666666666,2.1666666666666665,5.666666666666667,1,0.16666666666666666,0.7142857142857143,0.7142857142857143,1200.0,8.333333333333334,1200.0,8.333333333333334
2174,0107592111_00__00-channel-0-number-059_194040,В,10,6,6,6,12,0,0.0,2.0,5.166666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2175,0107592111_00__00-channel-0-number-126_427760,В,10,7,4,4,15,0,0.0,2.142857142857143,4.714285714285714,0,0.0,0.5714285714285714,0.5714285714285714,5625.0,1.7777777777777777,5625.0,1.7777777777777777
2176,0107592181_00__00-channel-0-number-006_20460,В,10,18,16,15,39,4,0.23529411764705882,2.2941176470588234,5.176470588235294,3,0.17647058823529413,0.8888888888888888,0.8333333333333334,117.1875,85.33333333333333,355.55555555555554,28.125
2177,0107592181_00__00-channel-0-number-008_26740,В,10,6,6,6,12,0,0.0,2.0,5.166666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2178,0107592191_00__00-channel-0-number-006_21600,В,10,5,4,4,10,0,0.0,2.0,4.4,0,0.0,0.8,0.8,1875.0,5.333333333333333,1875.0,5.333333333333333
2179,0107592191_00__00-channel-0-number-015_49680,В,10,8,4,4,16,0,0.0,2.0,4.375,0,0.0,0.5,0.5,8750.0,1.1428571428571428,8750.0,1.1428571428571428
2180,0107592191_00__00-channel-0-number-017_56540,В,10,14,12,11,19,2,0.16666666666666666,1.5833333333333333,4.083333333333333,1,0.08333333333333333,0.8571428571428571,0.7857142857142857,0.0,0.0,247.93388429752065,40.333333333333336
2181,0107592191_00__00-channel-0-number-020_67070,В,10,5,5,5,9,0,0.0,1.8,4.2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2182,0107592191_00__00-channel-0-number-025_88260,В,10,10,8,8,18,1,0.1111111111111111,2.0,5.666666666666667,1,0.1111111111111111,0.8,0.8,468.75,21.333333333333332,468.75,21.333333333333332
2183,0107592191_00__00-channel-0-number-029_103670,В,10,6,5,5,11,1,0.2,2.2,5.2,0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0
2184,0107592191_00__00-channel-0-number-031_109450,В,10,9,7,7,18,2,0.25,2.25,5.0,1,0.125,0.7777777777777778,0.7777777777777778,612.2448979591837,16.333333333333332,612.2448979591837,16.333333333333332
2185,0107592191_00__00-channel-0-number-063_206480,В,10,13,9,9,14,1,0.09090909090909091,1.2727272727272727,3.0,1,0.09090909090909091,0.6923076923076923,0.6923076923076923,740.7407407407408,13.5,740.7407407407408,13.5
2186,0107592491_00__00-channel-0-number-005_12610,В,10,4,4,4,9,0,0.0,2.25,6.25,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2187,0107592971_01__00-channel-0-number-001_2680,В,10,9,9,9,23,1,0.1111111111111111,2.5555555555555554,6.777777777777778,1,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0
2188,0107593081_01__00-channel-0-number-012_44300,В,10,4,4,4,8,0,0.0,2.0,4.25,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2189,0107593091_01__00-channel-0-number-001_3370,В,10,9,7,7,13,0,0.0,1.4444444444444444,3.2222222222222223,0,0.0,0.7777777777777778,0.7777777777777778,1224.4897959183675,8.166666666666666,1224.4897959183675,8.166666666666666
2190,0107593091_01__00-channel-0-number-002_7520,В,10,8,8,8,19,1,0.125,2.375,5.25,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2191,0107593091_01__00-channel-0-number-003_12330,В,10,5,5,5,10,0,0.0,2.0,4.8,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2192,0107593091_01__00-channel-0-number-008_26660,В,10,5,5,5,11,0,0.0,2.2,4.4,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2193,0107593091_01__00-channel-0-number-009_31380,В,10,10,10,10,21,2,0.2,2.1,5.0,2,0.2,1.0,1.0,0.0,0.0,0.0,0.0
2194,0107593091_01__00-channel-0-number-019_74410,В,10,7,6,6,16,1,0.16666666666666666,2.6666666666666665,4.833333333333333,1,0.16666666666666666,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0
2195,0107593091_01__00-channel-0-number-021_80390,В,10,8,8,8,19,2,0.25,2.375,4.75,2,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2196,0107593091_01__00-channel-0-number-023_86120,В,10,10,9,9,27,3,0.3333333333333333,3.0,6.222222222222222,2,0.2222222222222222,0.9,0.9,0.0,0.0,0.0,0.0
2197,0107593091_01__00-channel-0-number-024_91770,В,10,8,7,7,14,1,0.14285714285714285,2.0,4.285714285714286,0,0.0,0.875,0.875,0.0,0.0,0.0,0.0
2198,0107593101_00__00-channel-0-number-001_4990,В,10,9,8,8,13,0,0.0,1.625,3.875,0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0
2199,0107593101_00__00-channel-0-number-002_7750,В,10,4,4,4,9,1,0.25,2.25,5.25,1,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2200,0107593101_00__00-channel-0-number-004_13170,В,10,6,6,6,12,1,0.16666666666666666,2.0,6.666666666666667,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
2201,0107593111_00__00-channel-0-number-000_3620,В,10,6,6,6,12,0,0.0,2.0,5.833333333333333,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2202,0107593111_00__00-channel-0-number-001_6890,В,10,5,5,5,11,0,0.0,2.2,5.4,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2203,0107593111_00__00-channel-0-number-005_15230,В,10,8,8,8,16,0,0.0,2.0,6.625,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2204,0107593111_00__00-channel-0-number-007_28990,В,10,8,6,6,22,2,0.25,2.75,7.25,2,0.25,0.75,0.75,1666.6666666666667,6.0,1666.6666666666667,6.0
2205,0107593111_00__00-channel-0-number-008_34350,В,10,21,18,17,34,0,0.0,1.619047619047619,3.5714285714285716,0,0.0,0.8571428571428571,0.8095238095238095,277.77777777777777,36.0,415.2249134948097,24.083333333333332
2206,0107593111_00__00-channel-0-number-009_39190,В,10,9,9,8,20,1,0.1111111111111111,2.2222222222222223,5.111111111111111,0,0.0,1.0,0.8888888888888888,0.0,0.0,468.75,21.333333333333332
2207,0107593111_01__00-channel-0-number-007_25250,В,10,12,10,9,23,0,0.0,1.9166666666666667,4.333333333333333,0,0.0,0.8333333333333334,0.75,600.0,16.666666666666668,1111.111111111111,9.0
2208,0107593111_01__00-channel-0-number-009_33450,В,10,4,4,4,7,0,0.0,1.75,4.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2209,0107593111_01__00-channel-0-number-011_38650,В,10,11,10,10,22,1,0.09090909090909091,2.0,5.0,1,0.09090909090909091,0.9090909090909091,0.9090909090909091,300.0,33.333333333333336,300.0,33.333333333333336
2210,0107593111_01__00-channel-0-number-017_68450,В,10,13,13,13,26,2,0.15384615384615385,2.0,4.615384615384615,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2211,0107593271_01__00-channel-0-number-080_277780,В,10,6,6,6,11,0,0.0,1.8333333333333333,4.166666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2212,0107593271_01__00-channel-0-number-092_319940,В,10,14,14,14,24,1,0.07142857142857142,1.7142857142857142,3.9285714285714284,1,0.07142857142857142,1.0,1.0,0.0,0.0,0.0,0.0
2213,0107593271_01__00-channel-0-number-096_335880,В,10,5,5,5,12,1,0.2,2.4,5.4,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
2214,0107593431_01__00-channel-0-number-027_99020,В,10,6,6,6,9,0,0.0,1.5,4.166666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2215,0107593431_01__00-channel-0-number-032_121610,В,10,5,5,5,13,1,0.2,2.6,6.0,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
2216,0107593431_01__00-channel-0-number-034_128149,В,10,6,5,4,12,0,0.0,2.0,3.8333333333333335,0,0.0,0.8333333333333334,0.6666666666666666,1200.0,8.333333333333334,3750.0,2.6666666666666665
2217,0107593431_01__00-channel-0-number-036_135840,В,10,4,4,4,11,1,0.25,2.75,6.75,1,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2218,0107593491_01__00-channel-0-number-018_60770,В,10,7,5,5,14,2,0.2857142857142857,2.0,3.5714285714285716,2,0.2857142857142857,0.7142857142857143,0.7142857142857143,2400.0,4.166666666666667,2400.0,4.166666666666667
2219,0107594261_00__00-channel-0-number-001_5040,В,10,8,8,8,20,2,0.25,2.5,6.625,1,0.125,1.0,1.0,0.0,0.0,0.0,0.0
2220,0107594261_00__00-channel-0-number-003_11150,В,10,5,5,5,9,0,0.0,1.8,5.2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2221,0107594261_00__00-channel-0-number-004_14200,В,10,6,6,6,13,0,0.0,2.1666666666666665,5.166666666666667,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2222,0107595101_01__00-channel-0-number-015_57000,В,10,12,11,11,27,2,0.16666666666666666,2.25,5.083333333333333,1,0.08333333333333333,0.9166666666666666,0.9166666666666666,247.93388429752065,40.333333333333336,247.93388429752065,40.333333333333336
2223,0107595101_01__00-channel-0-number-016_61960,В,10,4,4,4,10,1,0.25,2.5,5.5,1,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2224,0107595101_01__00-channel-0-number-023_83340,В,10,5,5,5,8,0,0.0,1.6,4.2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2225,0107595101_01__00-channel-0-number-024_85460,В,10,15,13,13,23,1,0.07142857142857142,1.6428571428571428,3.5,1,0.07142857142857142,0.8666666666666667,0.8666666666666667,177.51479289940826,56.333333333333336,177.51479289940826,56.333333333333336
2226,0107595101_01__00-channel-0-number-025_88710,В,10,7,6,6,14,2,0.3333333333333333,2.3333333333333335,5.666666666666667,2,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0
2227,0107595411_00__00-channel-0-number-055_214540,В,10,8,8,8,20,3,0.375,2.5,6.125,2,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2228,0107595481_01__00-channel-0-number-004_18310,В,10,4,4,4,7,0,0.0,1.75,4.25,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2229,0107595481_01__00-channel-0-number-012_56170,В,10,9,9,9,14,0,0.0,1.5555555555555556,3.6666666666666665,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2230,0107595481_01__00-channel-0-number-015_68840,В,10,7,7,7,14,1,0.14285714285714285,2.0,4.142857142857143,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2231,0107595481_01__00-channel-0-number-024_100900,В,10,5,3,3,5,0,0.0,1.0,3.0,0,0.0,0.6,0.6,8888.888888888889,1.125,8888.888888888889,1.125
2232,0107595481_01__00-channel-0-number-025_103200,В,10,11,8,8,15,0,0.0,1.3636363636363635,3.6363636363636362,0,0.0,0.7272727272727273,0.7272727272727273,2343.75,4.266666666666667,2343.75,4.266666666666667
2233,0107595481_01__00-channel-0-number-026_107780,В,10,9,6,6,11,0,0.0,1.2222222222222223,3.0,0,0.0,0.6666666666666666,0.6666666666666666,4166.666666666667,2.4,4166.666666666667,2.4
2234,0107595481_01__00-channel-0-number-027_111180,В,10,10,9,9,19,2,0.2,1.9,4.1,0,0.0,0.9,0.9,370.3703703703704,27.0,370.3703703703704,27.0
2235,0107595481_01__00-channel-0-number-037_147400,В,10,7,7,7,16,1,0.14285714285714285,2.2857142857142856,4.714285714285714,1,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0
2236,0107595481_01__00-channel-0-number-042_164690,В,10,6,6,6,10,0,0.0,1.6666666666666667,4.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2237,0107596511_00__00-channel-0-number-004_7460,В,10,6,6,6,15,1,0.16666666666666666,2.5,6.5,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
2238,0107596511_00__00-channel-0-number-008_15860,В,10,9,9,9,15,1,0.1111111111111111,1.6666666666666667,3.6666666666666665,1,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0
2239,0107596511_00__00-channel-0-number-009_19220,В,10,8,7,7,18,3,0.42857142857142855,2.5714285714285716,6.285714285714286,2,0.2857142857142857,0.875,0.875,0.0,0.0,0.0,0.0
2240,0107596511_00__00-channel-0-number-013_35600,В,10,7,6,6,13,0,0.0,2.1666666666666665,4.833333333333333,0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0
2241,0107596511_00__00-channel-0-number-014_37770,В,10,5,5,5,9,0,0.0,1.8,4.6,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2242,0107596531_00__00-channel-0-number-001_4440,В,10,8,8,8,19,1,0.125,2.375,5.0,1,0.125,1.0,1.0,0.0,0.0,0.0,0.0
2243,0107596531_00__00-channel-0-number-003_11700,В,10,10,8,8,17,1,0.1111111111111111,1.8888888888888888,4.111111111111111,0,0.0,0.8,0.8,468.75,21.333333333333332,468.75,21.333333333333332
2244,0107596531_00__00-channel-0-number-005_17640,В,10,10,9,9,23,3,0.3,2.3,5.2,2,0.2,0.9,0.9,370.3703703703704,27.0,370.3703703703704,27.0
2245,0107596531_01__00-channel-0-number-002_2940,В,10,11,11,11,23,2,0.18181818181818182,2.090909090909091,5.090909090909091,1,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.0
2246,0107596531_01__00-channel-0-number-016_40670,В,10,7,6,6,13,0,0.0,1.8571428571428572,3.5714285714285716,0,0.0,0.8571428571428571,0.8571428571428571,833.3333333333334,12.0,833.3333333333334,12.0
2247,0107596561_00__00-channel-0-number-000_4330,В,10,8,6,6,14,1,0.125,1.75,4.625,1,0.125,0.75,0.75,1666.6666666666667,6.0,1666.6666666666667,6.0
2248,0107596561_00__00-channel-0-number-003_15190,В,10,4,4,4,7,0,0.0,1.75,4.5,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2249,0107596561_00__00-channel-0-number-009_32890,В,10,8,8,7,11,0,0.0,1.375,3.75,0,0.0,1.0,0.875,0.0,0.0,612.2448979591837,16.333333333333332
2250,0107598421_01__00-channel-0-number-010_23420,В,10,10,9,9,15,0,0.0,1.5,3.0,0,0.0,0.9,0.9,370.3703703703704,27.0,370.3703703703704,27.0
2251,0107598421_01__00-channel-0-number-013_35550,В,10,10,9,8,19,1,0.1111111111111111,2.111111111111111,5.111111111111111,0,0.0,0.9,0.8,0.0,0.0,468.75,21.333333333333332
2252,0107598741_00__00-channel-0-number-018_59870,В,10,38,31,29,66,5,0.13157894736842105,1.736842105263158,3.9473684210526314,4,0.10526315789473684,0.8157894736842105,0.7631578947368421,239.3340270551509,41.78260869565217,392.39001189060644,25.484848484848484
2253,0107599081_00__00-channel-0-number-001_5160,В,10,10,8,8,16,0,0.0,1.6,4.3,0,0.0,0.8,0.8,1250.0,8.0,1250.0,8.0
2254,0107599111_00__00-channel-0-number-007_24580,В,10,9,9,9,18,1,0.1111111111111111,2.0,4.444444444444445,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2255,0107599111_00__00-channel-0-number-008_28990,В,10,8,7,7,14,0,0.0,2.0,3.857142857142857,0,0.0,0.875,0.875,0.0,0.0,0.0,0.0
2256,0107599111_00__00-channel-0-number-009_31980,В,10,5,5,5,12,1,0.2,2.4,4.8,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
2257,0107599111_00__00-channel-0-number-010_34610,В,10,8,7,7,19,2,0.25,2.375,5.0,1,0.125,0.875,0.875,612.2448979591837,16.333333333333332,612.2448979591837,16.333333333333332
2258,0107599111_00__00-channel-0-number-012_42830,В,10,10,9,9,15,0,0.0,1.5,3.2,0,0.0,0.9,0.9,370.3703703703704,27.0,370.3703703703704,27.0
2259,0107599171_01__00-channel-0-number-008_24510,В,10,8,8,8,22,3,0.375,2.75,6.625,2,0.25,1.0,1.0,0.0,0.0,0.0,0.0
2260,0107599171_01__00-channel-0-number-013_40170,В,10,5,5,5,13,1,0.2,2.6,5.8,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
2261,0107599331_00__00-channel-0-number-010_34320,В,10,6,6,6,14,1,0.16666666666666666,2.3333333333333335,6.5,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2262,0107599331_01__00-channel-0-number-017_65830,В,10,6,6,6,8,0,0.0,1.3333333333333333,3.6666666666666665,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2263,0107599881_00__00-channel-0-number-001_3050,В,10,7,7,7,15,0,0.0,2.142857142857143,5.285714285714286,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2264,0107599881_00__00-channel-0-number-004_16770,В,10,6,4,4,11,0,0.0,1.8333333333333333,5.333333333333333,0,0.0,0.6666666666666666,0.6666666666666666,3750.0,2.6666666666666665,3750.0,2.6666666666666665
2265,0107599881_01__00-channel-0-number-009_30540,В,10,8,7,7,12,0,0.0,1.5,3.25,0,0.0,0.875,0.875,612.2448979591837,16.333333333333332,612.2448979591837,16.333333333333332
2266,0107599881_01__00-channel-0-number-010_33130,В,10,12,12,12,21,1,0.08333333333333333,1.75,3.9166666666666665,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2267,0107599881_01__00-channel-0-number-015_47880,В,10,10,9,9,22,3,0.3333333333333333,2.4444444444444446,5.555555555555555,1,0.1111111111111111,0.9,0.9,0.0,0.0,0.0,0.0
2268,0107599931_01__00-channel-0-number-005_11440,В,10,5,5,5,13,1,0.2,2.6,7.2,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
2269,0107600161_00__00-channel-0-number-001_4400,В,10,8,8,8,14,0,0.0,1.75,5.125,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2270,0107600521_01__00-channel-0-number-007_25290,В,10,11,8,8,18,1,0.09090909090909091,1.6363636363636365,4.454545454545454,1,0.09090909090909091,0.7272727272727273,0.7272727272727273,2343.75,4.266666666666667,2343.75,4.266666666666667
2271,0107600521_01__00-channel-0-number-020_65510,В,10,6,6,6,8,0,0.0,1.3333333333333333,3.1666666666666665,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2272,0107600551_00__00-channel-0-number-015_45690,В,10,7,7,7,12,0,0.0,1.7142857142857142,3.857142857142857,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2273,0107600551_00__00-channel-0-number-016_48690,В,10,10,9,9,17,1,0.1111111111111111,1.8888888888888888,4.111111111111111,0,0.0,0.9,0.9,0.0,0.0,0.0,0.0
2274,0107600561_00__00-channel-0-number-000_2840,В,10,5,5,5,11,0,0.0,2.2,6.2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2275,0107600561_00__00-channel-0-number-004_19890,В,10,15,13,12,28,0,0.0,1.8666666666666667,3.8666666666666667,0,0.0,0.8666666666666667,0.8,473.37278106508876,21.125,763.8888888888888,13.090909090909092
2276,0107600561_01__00-channel-0-number-010_34340,В,10,5,5,5,12,0,0.0,2.4,4.8,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2277,0107600561_01__00-channel-0-number-015_55220,В,10,15,15,14,28,2,0.13333333333333333,1.8666666666666667,4.066666666666666,2,0.13333333333333333,1.0,0.9333333333333333,0.0,0.0,153.06122448979593,65.33333333333333
2278,0107600561_01__00-channel-0-number-037_123870,В,10,5,5,5,12,1,0.2,2.4,6.8,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
2279,0107601071_00__00-channel-0-number-017_51130,В,10,7,7,7,12,1,0.14285714285714285,1.7142857142857142,5.142857142857143,1,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0
2280,0107601071_00__00-channel-0-number-024_66080,В,10,6,6,6,11,1,0.16666666666666666,1.8333333333333333,4.833333333333333,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
2281,0107601071_00__00-channel-0-number-027_75750,В,10,9,9,9,14,1,0.1111111111111111,1.5555555555555556,3.888888888888889,1,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0
2282,0107601151_01__00-channel-0-number-001_2200,В,10,5,5,5,12,0,0.0,2.4,6.8,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2283,0107601151_01__00-channel-0-number-035_84440,В,10,7,7,7,10,0,0.0,1.4285714285714286,3.4285714285714284,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2284,0107601381_00__00-channel-0-number-002_3760,В,10,6,6,6,10,1,0.16666666666666666,1.6666666666666667,4.833333333333333,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2285,0107603821_00__00-channel-0-number-002_4930,В,10,7,7,7,16,1,0.14285714285714285,2.2857142857142856,5.857142857142857,1,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0
2286,0107604391_00__00-channel-0-number-006_24040,В,10,6,6,6,21,3,0.5,3.5,7.666666666666667,2,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0
